satelite_solo,satelite_agua,satelite_vegetacao,umidade_solo,condutividade_eletrica,temperatura_solo,estagio_cultura,precipitacao_previsao,chuva_historica
0.057074852343162674,0.2662699768185838,0.6580432293546132,92.8603302465524,3.3841285194688444,11.760716291053171,Floração,22.722131304602982,59.88407110328112
0.6957743528266338,0.695261243545017,0.9168920487628349,86.06129589624746,6.314313754438575,25.04602112344591,Vegetativo,46.01536596894309,64.79596205213285
0.38381968544513945,0.3693652474877741,0.1485537697663838,12.655533624802695,6.6134723418252666,24.90785081903155,Colheita,33.45629082931878,46.16674806176258
0.4652937394532043,0.6854664452642361,0.22209883693380095,12.428411708036313,6.97237869351012,31.07757005422207,Floração,40.615553706319254,97.28282716171235
0.30788663486263,0.6764897640697188,0.4331357582757145,99.32506626282283,2.8557182799171033,13.29410191167471,Vegetativo,5.131970418826681,93.01942602412252
0.24704329012406223,0.5201061665913693,0.7728753382427292,57.64757408205852,3.840116564977417,24.46127266098528,Vegetativo,40.491931254184166,21.457995627064985
0.6582550193610992,0.590096136980088,0.8747306827568505,16.702170942935034,0.35478496906229395,33.35135462823388,Floração,4.469217131141157,34.95471002627543
0.37625291395861904,0.23684233387231302,0.31629830307992157,88.2568100298473,8.3888628814723,11.563367825493739,Floração,48.3698872673827,43.553403920922605
0.6837122524450954,0.37173543046776913,0.6402037326643141,90.42415196862281,2.668834507593991,29.50447972804226,Vegetativo,33.92827990097549,96.02119624280334
0.5356172334219158,0.8766834076730494,0.8861205536439642,44.79232115215118,0.7502956697268404,29.70966730765501,Floração,0.26036829300234987,52.45144032379099
0.22118149192464687,0.3924259598446367,0.39777639117768004,4.942402355234932,0.22427398270738141,23.79057277495457,Colheita,40.685799152268075,44.226627098377435
0.650072324220073,0.918158760751861,0.6276696588487016,14.718394423820369,5.752216011751176,19.995264703836718,Vegetativo,23.24746831064499,57.13203519017949
0.5493793949729171,0.4491333091578058,0.8451689290782621,5.353382602811907,9.56338193244347,25.95885290666813,Floração,26.813355599263076,84.0259557619162
0.30865453055362313,0.6751513474147287,0.26055605298372364,9.764700739012333,1.8362114752092629,10.925336846231485,Colheita,31.200462306632726,58.47535780035463
0.5803972335089388,0.9484147743116244,0.5799626131949888,84.55334153754363,0.2656613298854116,30.854457786790455,Floração,25.184237353394213,25.090009732394115
0.7956975565282881,0.4874623851058768,0.41628449291471914,86.1730394427912,5.802672826592207,20.096335071445033,Vegetativo,23.112156556544615,70.65595321262357
0.2881221840986645,0.07429992806813246,0.31292314267005705,31.051705882060933,6.0431008358684934,18.88400552066536,Colheita,46.707014280633665,8.491079201714392
0.9842593043961871,0.6712286738027531,0.4829593392505861,51.08482268528262,7.859570065730564,17.22136654629864,Colheita,32.08261706779088,52.80471600549438
0.2692647148667613,0.947989503228381,0.8073163563216607,95.56075440759932,7.165762904259094,27.093413493039204,Colheita,41.51297581907697,44.56949753903543
0.4269225854439983,0.2204101946851701,0.8090468270268353,89.57700502627505,8.033927129861286,20.589856285710898,Colheita,5.623634960477586,72.64634972187503
0.7448228501698043,0.5203316029376689,0.5699286303990504,92.50671661338853,5.690272664019785,17.267468251922285,Vegetativo,16.849594896478155,2.4224378002541735
0.3258218351925737,0.10983475493303241,0.1023623546934701,6.845599539538139,7.861631360902365,24.91176726802847,Floração,3.2481120551457963,29.959378523939726
0.7365650275300655,0.5525099562204641,0.31836422593629954,88.07600836773251,9.33670210204627,28.52291213866202,Floração,6.495199657095386,77.63999152838417
0.8544141518434403,0.3711385585209912,0.3757117166935129,95.3510766713037,8.347544211846547,12.47727204931844,Vegetativo,36.045836187685374,1.8642777492468676
0.6396704047518824,0.9155303984324576,0.4272738676982507,35.114785580475925,0.6193927184434889,19.884153518180486,Floração,33.816492042626464,0.4181463077879921
0.9027102110890516,0.25604437253704215,0.5669554445179488,69.29116894530809,7.762670586255112,12.570741579532177,Colheita,23.968767277215917,52.081283277921045
0.2800332706652613,0.7378876005341405,0.5225485939120821,95.04306961710938,5.267269014934348,20.572815245992903,Colheita,41.27965183439108,79.03918128003711
0.22335991548514855,0.9333509856338289,0.4083089839364592,98.44992997945108,7.464231104471618,29.227620299930933,Floração,40.60477486707681,36.29742879480562
0.920178590833685,0.335192961810755,0.7304753061278858,59.619480285849946,1.755963488528084,21.037959732035844,Floração,10.713234123642085,59.94634998028552
0.06998262335696126,0.6995038595945113,0.03687578988714746,24.09730844330885,5.482278428976066,19.205947766866302,Colheita,23.1638363177496,4.943830379311298
0.7919616682948601,0.10349328568615102,0.9866903353126267,30.359185158620683,4.887277694851306,25.522570169027368,Vegetativo,29.835745835257114,42.25800996573054
0.9441010561940949,0.6719365166509026,0.9093511456974918,35.619131392502304,4.703013807136642,33.73435310045822,Floração,15.203129652835173,91.95294350513727
0.2878704152969893,0.5961775864013305,0.7937143100315693,80.27039805196871,5.066819385169076,34.67512568825021,Colheita,46.82521113975003,21.569542083936977
0.04949440292891161,0.9373509346476742,0.7694428400732285,65.89856423698237,3.4486219708477392,30.625115123721685,Floração,20.027852865273697,12.791567405420324
0.9183107223172394,0.514442432442477,0.331169642231945,28.652951913040216,1.3803004278609887,16.640820104179895,Vegetativo,27.102000507988926,35.540691952850345
0.6129246840905411,0.1848910283424906,0.3302546381567496,53.84684025621915,2.2382317744503477,16.692882153890007,Colheita,11.740351709185159,24.399076397665453
0.7891684550977477,0.3424035353331182,0.8132479045041022,86.44061350634462,1.2199757008498624,20.023983436271003,Floração,47.03814266761595,64.60598096846805
0.9452335915900086,0.6382182525029081,0.2826178098278873,69.31721433274242,0.17471719715951295,15.564255044778477,Colheita,28.408577544990877,71.27753996762455
0.6751474831445944,0.0021649694707046585,0.35802658468571047,46.225838002788464,2.695267525567908,16.55030062390381,Vegetativo,11.678731107584595,5.168377757950737
0.3359976139784905,0.7020537158819059,0.046474012099165796,23.403048234668745,7.697431601946063,10.741237554219085,Vegetativo,44.34443840255319,53.413615855834436
0.0063543737277466095,0.46494684695883226,0.8089379794156956,5.815861625900409,1.5153011976235065,26.10869334458621,Colheita,36.91715746462177,7.001244566648412
